user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays
sofiaisabell87,6655335133137371142,"{'id': '6884410830939506690', 'title': 'Jerusalema - Remix', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/27f2a040b315e57658600abf36b89d5b.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-i-0000/ca2d9eb64a594f6c87b71bd297d02e12.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-i-0000/ca2d9eb64a594f6c87b71bd297d02e12.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-i-0000/ca2d9eb64a594f6c87b71bd297d02e12.jpeg', 'authorName': 'Ponifasio Samoa', 'original': False, 'duration': 60, 'album': 'Jerusalema - Remix'}",Torsdag = Kladdkaka💕💕 #kladdkaka #chocolatecake #fyp #xyzbca #baking #foryou #momsoftiktok,1617892802,59,"https://www.tiktok.com/@sofiaisabell87/video/{'id': '6884410830939506690', 'title': 'Jerusalema - Remix', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/27f2a040b315e57658600abf36b89d5b.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-i-0000/ca2d9eb64a594f6c87b71bd297d02e12.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-i-0000/ca2d9eb64a594f6c87b71bd297d02e12.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-i-0000/ca2d9eb64a594f6c87b71bd297d02e12.jpeg', 'authorName': 'Ponifasio Samoa', 'original': False, 'duration': 60, 'album': 'Jerusalema - Remix'}?lang=en",1052,191,34,27300
joelle.shahoud,6754820068858774534,"{'id': '6949125759680203525', 'title': 'original sound', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6949125924721838853.mp3', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fbb31797299ef9a42828fdd9ab1e0751~c5_100x100.jpeg?x-expires=1619107200&x-signature=XirElP5wQmh5ZtirYiQvuwFjyck%3D', 'coverMedium': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fbb31797299ef9a42828fdd9ab1e0751~c5_720x720.jpeg?x-expires=1619107200&x-signature=oe7O0TyAJt0aTkb%2BcGy%2Bc5zG7cs%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fbb31797299ef9a42828fdd9ab1e0751~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=%2BtuntX31RdJAhZozDwUtwjdT7PY%3D', 'authorName': 'الخال ✅', 'original': True, 'duration': 59, 'album': ''}",#duett med @ismailalabrass #bitcoin #bitcoinfun #cryptocurrency #الخال💚 #الخال #جيش_الخال_💚💚💚 #triss #foryoupage #explore #trend,1617978839,59,"https://www.tiktok.com/@joelle.shahoud/video/{'id': '6949125759680203525', 'title': 'original sound', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6949125924721838853.mp3', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fbb31797299ef9a42828fdd9ab1e0751~c5_100x100.jpeg?x-expires=1619107200&x-signature=XirElP5wQmh5ZtirYiQvuwFjyck%3D', 'coverMedium': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fbb31797299ef9a42828fdd9ab1e0751~c5_720x720.jpeg?x-expires=1619107200&x-signature=oe7O0TyAJt0aTkb%2BcGy%2Bc5zG7cs%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fbb31797299ef9a42828fdd9ab1e0751~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=%2BtuntX31RdJAhZozDwUtwjdT7PY%3D', 'authorName': 'الخال ✅', 'original': True, 'duration': 59, 'album': ''}?lang=en",2536,175,38,62500
gudomligmat,6892570941885907973,"{'id': '6802370247379650562', 'title': 'Pure Imagination', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/9187441ecceedc195ff56844a7f222f8.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-i-0000/bae20fd30d7f4c8cab320e301d3264a1.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-i-0000/bae20fd30d7f4c8cab320e301d3264a1.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-i-0000/bae20fd30d7f4c8cab320e301d3264a1.jpeg', 'authorName': 'Rook1e', 'original': False, 'duration': 60, 'album': 'Dreams for Two'}",Snabba och enkla mozzarellafyllda potatisar 🥔 #fördig #foryou #fyp #potatis,1618068692,16,"https://www.tiktok.com/@gudomligmat/video/{'id': '6802370247379650562', 'title': 'Pure Imagination', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/9187441ecceedc195ff56844a7f222f8.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-i-0000/bae20fd30d7f4c8cab320e301d3264a1.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-i-0000/bae20fd30d7f4c8cab320e301d3264a1.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-i-0000/bae20fd30d7f4c8cab320e301d3264a1.jpeg', 'authorName': 'Rook1e', 'original': False, 'duration': 60, 'album': 'Dreams for Two'}?lang=en",62800,5710,452,606900
camillahamid,6795450707271189510,"{'id': '6791619226181306369', 'title': 'Aesthetic', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/bece07bb775b5ead13ab56b210143ae2.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-i-0000/3ef230ba2d4b47ed92a79cc77eddc6d0.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-i-0000/3ef230ba2d4b47ed92a79cc77eddc6d0.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-i-0000/3ef230ba2d4b47ed92a79cc77eddc6d0.jpeg', 'authorName': 'Xilo', 'original': False, 'duration': 60, 'album': 'Aesthetic'}",Ska jag posta fler matvideos? 🥺🙈❤️ #bakedfeta #pasta #mat #food #fördig #foryou #recept,1612206621,40,"https://www.tiktok.com/@camillahamid/video/{'id': '6791619226181306369', 'title': 'Aesthetic', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/bece07bb775b5ead13ab56b210143ae2.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-i-0000/3ef230ba2d4b47ed92a79cc77eddc6d0.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-i-0000/3ef230ba2d4b47ed92a79cc77eddc6d0.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-i-0000/3ef230ba2d4b47ed92a79cc77eddc6d0.jpeg', 'authorName': 'Xilo', 'original': False, 'duration': 60, 'album': 'Aesthetic'}?lang=en",191700,17600,1861,2000000
bellapoarch,6748458643983238149,"{'id': '6913339544129555205', 'title': 'original sound', 'playUrl': 'https://video-va.tiktokv.com/storage/v1/tos-useast2a-v-27dcd7/5fbf3643df0e4c4b9f120ed6c69b18e9?a=1233&br=250&bt=125&cd=0%7C0%7C0&ch=0&cr=0&cs=&dr=0&ds=&er=0&l=2021042116045201019018515228270B23&lr=default&mime_type=audio_mpeg&net=0&pl=0&qs=6&rc=anR2OmhuaWtreTMzOzU8M0ApaTRoOjQ6ZmU6N2dpZmZmNmcxNGVfbWRxb2xfLS1jMTZzc14uMmFiMWFiNmEzLS1hMmM6Yw%3D%3D&vl=&vr=&x-tos-algorithm=v2&x-tos-authkey=5bf25627da095a5cba28ace592de46cc&x-tos-expires=1619042710&x-tos-signature=zFXy9yTLshk5pjAHi6adStZXgiw', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8c8b468c66a3dbffc06482200ac14723~c5_100x100.jpeg?x-expires=1619107200&x-signature=Lrn6OG%2BARH%2BE%2BzprMX6zAr6DXvs%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8c8b468c66a3dbffc06482200ac14723~c5_720x720.jpeg?x-expires=1619107200&x-signature=UGNrRgYwlDSYEesoDJwGsUpPecA%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8c8b468c66a3dbffc06482200ac14723~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=tiToL2hogrPiyrYd7v6Pyyj7DQQ%3D', 'authorName': 'Dylan', 'original': True, 'duration': 17, 'album': ''}",🦙Paca always looking for trouble👿,1611778579,15,"https://www.tiktok.com/@bellapoarch/video/{'id': '6913339544129555205', 'title': 'original sound', 'playUrl': 'https://video-va.tiktokv.com/storage/v1/tos-useast2a-v-27dcd7/5fbf3643df0e4c4b9f120ed6c69b18e9?a=1233&br=250&bt=125&cd=0%7C0%7C0&ch=0&cr=0&cs=&dr=0&ds=&er=0&l=2021042116045201019018515228270B23&lr=default&mime_type=audio_mpeg&net=0&pl=0&qs=6&rc=anR2OmhuaWtreTMzOzU8M0ApaTRoOjQ6ZmU6N2dpZmZmNmcxNGVfbWRxb2xfLS1jMTZzc14uMmFiMWFiNmEzLS1hMmM6Yw%3D%3D&vl=&vr=&x-tos-algorithm=v2&x-tos-authkey=5bf25627da095a5cba28ace592de46cc&x-tos-expires=1619042710&x-tos-signature=zFXy9yTLshk5pjAHi6adStZXgiw', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8c8b468c66a3dbffc06482200ac14723~c5_100x100.jpeg?x-expires=1619107200&x-signature=Lrn6OG%2BARH%2BE%2BzprMX6zAr6DXvs%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8c8b468c66a3dbffc06482200ac14723~c5_720x720.jpeg?x-expires=1619107200&x-signature=UGNrRgYwlDSYEesoDJwGsUpPecA%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8c8b468c66a3dbffc06482200ac14723~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=tiToL2hogrPiyrYd7v6Pyyj7DQQ%3D', 'authorName': 'Dylan', 'original': True, 'duration': 17, 'album': ''}?lang=en",7600000,25800,60200,48900000
visam.0,6814875215454733317,"{'id': '6586947002464996102', 'title': 'Oh No', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/e23a18fca259ad56165d59f6179e0898.mp3', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/b32f105094eb48cc9646645093a5f2b8.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/b32f105094eb48cc9646645093a5f2b8.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/b32f105094eb48cc9646645093a5f2b8.jpeg', 'authorName': 'Kreepa', 'original': False, 'duration': 166, 'album': 'Cold As Ice'}",Breakfast for champions! #Nutella #candy #chocolate #sandwish #oboy #toastking #frukost #frulle,1618080828,59,"https://www.tiktok.com/@visam.0/video/{'id': '6586947002464996102', 'title': 'Oh No', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/e23a18fca259ad56165d59f6179e0898.mp3', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/b32f105094eb48cc9646645093a5f2b8.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/b32f105094eb48cc9646645093a5f2b8.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/b32f105094eb48cc9646645093a5f2b8.jpeg', 'authorName': 'Kreepa', 'original': False, 'duration': 166, 'album': 'Cold As Ice'}?lang=en",4303,14,25,94100
mommohawa,6808988977837114374,"{'id': '6931343403552721670', 'title': 'originalljud', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6931343435135847173.mp3', 'coverThumb': 'https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/57e29b27e0964bb9d6abcbfc8b22b144.jpeg?x-expires=1619107200&x-signature=FDobRlo9AozWBKbkNQd2w99LENc%3D', 'coverMedium': 'https://p77-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/57e29b27e0964bb9d6abcbfc8b22b144.jpeg?x-expires=1619107200&x-signature=x8xRSwUAejTHph%2B2jySB61BG8Gs%3D', 'coverLarge': 'https://p77-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/57e29b27e0964bb9d6abcbfc8b22b144.jpeg?x-expires=1619107200&x-signature=2JesXm2kPX52vE7orPfP563RGfk%3D', 'authorName': 'MommoHawa', 'original': True, 'duration': 57, 'album': ''}",Överlycklig ska aldrig mer panta en i taget. #panta#pantamera#foryou#fyp#fördig#citygross#häggvik#enkelt,1613829168,57,"https://www.tiktok.com/@mommohawa/video/{'id': '6931343403552721670', 'title': 'originalljud', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6931343435135847173.mp3', 'coverThumb': 'https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/57e29b27e0964bb9d6abcbfc8b22b144.jpeg?x-expires=1619107200&x-signature=FDobRlo9AozWBKbkNQd2w99LENc%3D', 'coverMedium': 'https://p77-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/57e29b27e0964bb9d6abcbfc8b22b144.jpeg?x-expires=1619107200&x-signature=x8xRSwUAejTHph%2B2jySB61BG8Gs%3D', 'coverLarge': 'https://p77-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/57e29b27e0964bb9d6abcbfc8b22b144.jpeg?x-expires=1619107200&x-signature=2JesXm2kPX52vE7orPfP563RGfk%3D', 'authorName': 'MommoHawa', 'original': True, 'duration': 57, 'album': ''}?lang=en",10700,296,73,228000
rezdar,6641489808148791302,"{'id': '6926536737606862850', 'title': 'One Touch', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/c740d5a016e8cacb5981195a2da84461.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/caf43df07a4b4f36a55470745edba270.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/caf43df07a4b4f36a55470745edba270.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/caf43df07a4b4f36a55470745edba270.jpeg', 'authorName': 'Kadiatou', 'original': False, 'duration': 45, 'album': 'One Touch'}",Är det okej att smaka eller är det att snatta?! #hemmakväll #samarbete #godis,1615643219,59,"https://www.tiktok.com/@rezdar/video/{'id': '6926536737606862850', 'title': 'One Touch', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/c740d5a016e8cacb5981195a2da84461.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/caf43df07a4b4f36a55470745edba270.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/caf43df07a4b4f36a55470745edba270.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/caf43df07a4b4f36a55470745edba270.jpeg', 'authorName': 'Kadiatou', 'original': False, 'duration': 45, 'album': 'One Touch'}?lang=en",105600,1080,1188,1000000
lisaandlena,6804783597552239621,"{'id': '6945541245435381761', 'title': 'deja vu', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/c65e6d7a381b41c3a9a059a617be9f0c.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/8da55d70257745ddb328c83d222e9a91.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/8da55d70257745ddb328c83d222e9a91.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/8da55d70257745ddb328c83d222e9a91.jpeg', 'authorName': 'Olivia Rodrigo', 'original': False, 'duration': 45, 'album': 'deja vu'}",Twin Edition... 🤪,1618501566,14,"https://www.tiktok.com/@lisaandlena/video/{'id': '6945541245435381761', 'title': 'deja vu', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/c65e6d7a381b41c3a9a059a617be9f0c.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/8da55d70257745ddb328c83d222e9a91.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/8da55d70257745ddb328c83d222e9a91.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/8da55d70257745ddb328c83d222e9a91.jpeg', 'authorName': 'Olivia Rodrigo', 'original': False, 'duration': 45, 'album': 'deja vu'}?lang=en",410300,719,2397,2400000
respect...content,6931680663511532550,"{'id': '6943573002374187782', 'title': 'originalljud', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6943573241701174022.mp3', 'coverThumb': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/10eb8d22aad2439aec77d61794b55baa~c5_100x100.jpeg?x-expires=1619107200&x-signature=CrS5%2B2%2FoQ9HUJ3F%2Fb%2FI%2BcjYQmFQ%3D', 'coverMedium': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/10eb8d22aad2439aec77d61794b55baa~c5_720x720.jpeg?x-expires=1619107200&x-signature=h5Z4YFHWBM4q6I7wdQyu%2Bg6SP%2F0%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/10eb8d22aad2439aec77d61794b55baa~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=9B4z9tcXlFayPdBgjLuugZr4EFw%3D', 'authorName': 'RESPECT', 'original': True, 'duration': 10, 'album': ''}",#fyp #foryoupage #foryou #respect #fyp #epic,1616676663,10,"https://www.tiktok.com/@respect...content/video/{'id': '6943573002374187782', 'title': 'originalljud', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6943573241701174022.mp3', 'coverThumb': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/10eb8d22aad2439aec77d61794b55baa~c5_100x100.jpeg?x-expires=1619107200&x-signature=CrS5%2B2%2FoQ9HUJ3F%2Fb%2FI%2BcjYQmFQ%3D', 'coverMedium': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/10eb8d22aad2439aec77d61794b55baa~c5_720x720.jpeg?x-expires=1619107200&x-signature=h5Z4YFHWBM4q6I7wdQyu%2Bg6SP%2F0%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/10eb8d22aad2439aec77d61794b55baa~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=9B4z9tcXlFayPdBgjLuugZr4EFw%3D', 'authorName': 'RESPECT', 'original': True, 'duration': 10, 'album': ''}?lang=en",367,0,3,9541
lisaandlena,6804783597552239621,"{'id': '6944770499713059590', 'title': 'Vacations - Young (Knock Knock Edit)', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6944770610396400389.mp3', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/88bd42cd96e39f99e5a3689befa4c7d5~c5_100x100.jpeg?x-expires=1619107200&x-signature=6pBmhkFAzBz2NhR8pQ2rUQqPC5E%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/88bd42cd96e39f99e5a3689befa4c7d5~c5_720x720.jpeg?x-expires=1619107200&x-signature=oVpyO6zdsARwdjgvXY71M%2FMr6LM%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/88bd42cd96e39f99e5a3689befa4c7d5~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=TZScGeNxUwwq7t%2Fe3aYXs1SSu9U%3D', 'authorName': 'baka', 'original': True, 'duration': 9, 'album': ''}",soooo happy with my new haircut ☀️☺️,1618241875,10,"https://www.tiktok.com/@lisaandlena/video/{'id': '6944770499713059590', 'title': 'Vacations - Young (Knock Knock Edit)', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6944770610396400389.mp3', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/88bd42cd96e39f99e5a3689befa4c7d5~c5_100x100.jpeg?x-expires=1619107200&x-signature=6pBmhkFAzBz2NhR8pQ2rUQqPC5E%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/88bd42cd96e39f99e5a3689befa4c7d5~c5_720x720.jpeg?x-expires=1619107200&x-signature=oVpyO6zdsARwdjgvXY71M%2FMr6LM%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/88bd42cd96e39f99e5a3689befa4c7d5~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=TZScGeNxUwwq7t%2Fe3aYXs1SSu9U%3D', 'authorName': 'baka', 'original': True, 'duration': 9, 'album': ''}?lang=en",1300000,2944,8808,6500000
lisaandlena,6804783597552239621,"{'id': '6915368169683027970', 'title': ""Don't Play"", 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2102/a5ca416ff2d948168732bcf62b4ce7fb', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/6e07c3c421364959aa3df16ed597d99b.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/6e07c3c421364959aa3df16ed597d99b.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/6e07c3c421364959aa3df16ed597d99b.jpeg', 'authorName': 'Anne-Marie & KSI & Digital Farm Animals', 'original': False, 'duration': 60, 'album': ""Don't Play""}",Don’t play games with my heart.♥️🃏 #twins,1616596721,18,"https://www.tiktok.com/@lisaandlena/video/{'id': '6915368169683027970', 'title': ""Don't Play"", 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2102/a5ca416ff2d948168732bcf62b4ce7fb', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/6e07c3c421364959aa3df16ed597d99b.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/6e07c3c421364959aa3df16ed597d99b.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/6e07c3c421364959aa3df16ed597d99b.jpeg', 'authorName': 'Anne-Marie & KSI & Digital Farm Animals', 'original': False, 'duration': 60, 'album': ""Don't Play""}?lang=en",488600,1436,2583,3500000
miakhalifa,6780564068844880902,"{'id': '6938973478951471878', 'title': 'original sound', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6938973582928202502.mp3', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/626784dddbff91e8db9e179949622a53~c5_100x100.jpeg?x-expires=1619107200&x-signature=aTkwTQNe6ekJNgKli32ywu%2B0z8Q%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/626784dddbff91e8db9e179949622a53~c5_720x720.jpeg?x-expires=1619107200&x-signature=rE%2BK0TOHa84qQiHKpr9T2OOwYCM%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/626784dddbff91e8db9e179949622a53~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=Ttx5HrSDQm%2FfSdtb13F5xWY5GDI%3D', 'authorName': 'Mia Khalifa', 'original': True, 'duration': 47, 'album': ''}",See you fuckers on Wednesday @fathercooper,1615605705,47,"https://www.tiktok.com/@miakhalifa/video/{'id': '6938973478951471878', 'title': 'original sound', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6938973582928202502.mp3', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/626784dddbff91e8db9e179949622a53~c5_100x100.jpeg?x-expires=1619107200&x-signature=aTkwTQNe6ekJNgKli32ywu%2B0z8Q%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/626784dddbff91e8db9e179949622a53~c5_720x720.jpeg?x-expires=1619107200&x-signature=rE%2BK0TOHa84qQiHKpr9T2OOwYCM%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/626784dddbff91e8db9e179949622a53~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=Ttx5HrSDQm%2FfSdtb13F5xWY5GDI%3D', 'authorName': 'Mia Khalifa', 'original': True, 'duration': 47, 'album': ''}?lang=en",580900,2089,4347,6400000
